# x,y,theta
3.5442,-0.645088,-0.814416
3.55454,-0.655961,-0.81065
3.56491,-0.666795,-0.807105
3.57533,-0.677587,-0.802745
3.5858,-0.688333,-0.798728
3.5963,-0.699044,-0.795333
3.60684,-0.709707,-0.791114
3.61742,-0.720321,-0.787051
3.62806,-0.730919,-0.783491
3.63874,-0.74147,-0.778982
3.64946,-0.751954,-0.774539
3.66023,-0.762382,-0.769353
3.67106,-0.772774,-0.764407
3.68193,-0.783104,-0.760221
3.69286,-0.793385,-0.754867
3.70381,-0.803592,-0.749873
3.71487,-0.813765,-0.743835
3.72596,-0.823854,-0.738334
3.73709,-0.833888,-0.733639
3.7483,-0.843879,-0.727751
3.75956,-0.85379,-0.722091
3.77088,-0.86363,-0.715349
3.78225,-0.873385,-0.709036
3.7937,-0.883101,-0.703601
3.80521,-0.892735,-0.697085
3.81679,-0.902303,-0.690658
3.8284,-0.911755,-0.683204
3.84011,-0.921157,-0.676356
3.85187,-0.930441,-0.668165
3.86372,-0.939649,-0.660695
3.87564,-0.948748,-0.651976
3.88762,-0.957741,-0.644055
3.89969,-0.966674,-0.637213
3.91182,-0.975496,-0.628749
3.92403,-0.984223,-0.620614
3.93632,-0.992834,-0.611066
3.94867,-1.00132,-0.602107
3.9611,-1.00968,-0.591999
3.97364,-1.01794,-0.582521
3.98627,-1.02607,-0.571878
3.99895,-1.03405,-0.561855
4.01172,-1.0419,-0.550774
4.02459,-1.04962,-0.540676
4.03756,-1.0572,-0.528771
4.05056,-1.06461,-0.517855
4.0637,-1.07188,-0.505478
4.07692,-1.079,-0.493954
4.09023,-1.08594,-0.480976
4.10357,-1.0927,-0.468858
4.11703,-1.09934,-0.458267
4.13059,-1.10582,-0.445821
4.14419,-1.11212,-0.43364
4.15787,-1.11822,-0.419787
4.17168,-1.12417,-0.406414
4.18552,-1.12988,-0.391233
4.19947,-1.13541,-0.377506
4.21349,-1.14072,-0.362028
4.2276,-1.14583,-0.347858
4.24179,-1.15072,-0.33187
4.25605,-1.15535,-0.313499
4.27038,-1.15973,-0.296978
4.28482,-1.16387,-0.279393
4.2993,-1.16778,-0.263314
4.31385,-1.17143,-0.245879
4.32845,-1.17484,-0.22949
4.34312,-1.17799,-0.21167
4.35782,-1.18089,-0.194812
4.37258,-1.18358,-0.179906
4.3874,-1.18601,-0.162421
4.40224,-1.18819,-0.146036
4.4171,-1.19009,-0.127499
4.43203,-1.19175,-0.110351
4.44694,-1.19312,-0.0914378
4.4619,-1.19422,-0.0739721
4.4769,-1.19505,-0.0548587
4.49189,-1.1956,-0.0370696
4.50689,-1.19587,-0.0178608
4.52188,-1.19587,8.71816e-05
4.53687,-1.19558,0.0193477
4.55187,-1.19502,0.0374696
4.56685,-1.19417,0.0566328
